channel_name,channel_id,channel_url,channel_description,channel_join_date,subscriber_count,video_id,video_url,title,description,published_at,tags,view_count,like_count,dislike_count,comment_count,duration_seconds,views_per_sub,like_per_view,dislike_per_view,comment_per_view,video_count,avg_views_per_sub,avg_like_per_view,avg_dislike_per_view,avg_comment_per_view
Red Bull,UCblfuW_4rakIf2h6aqANefA,https://www.youtube.com/@redbull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.

You can watch plenty more on http://redbull.com ",2006-09-23T03:44:21Z,22700000,Ct9QBD1KhDM,https://www.youtube.com/watch?v=Ct9QBD1KhDM,How Far Would You Make It?,Crazy doubles bike try to cross a canal on a slim track full of obstacles in the Netherlands. Will anyone make it to the end?,2023-10-03T08:15:18Z,,45095789,1462795.0,,3470,59,1.9865986343612334,0.0324375076351364,,7.694731763092115e-05,218,2.3479203621226206,0.03448862905644242,,0.00014763681184894946
Red Bull,UCblfuW_4rakIf2h6aqANefA,https://www.youtube.com/@redbull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.

You can watch plenty more on http://redbull.com ",2006-09-23T03:44:21Z,22700000,6TiSJhfuxvk,https://www.youtube.com/watch?v=6TiSJhfuxvk,The Impossible Grind? 👀,,2024-08-23T07:00:07Z,,15381398,393424.0,,401,30,0.6775946255506607,0.025577909108131784,,2.6070452113650526e-05,218,2.3479203621226206,0.03448862905644242,,0.00014763681184894946
Red Bull,UCblfuW_4rakIf2h6aqANefA,https://www.youtube.com/@redbull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.

You can watch plenty more on http://redbull.com ",2006-09-23T03:44:21Z,22700000,Z_Nf0s-NRAI,https://www.youtube.com/watch?v=Z_Nf0s-NRAI,How Are These Jumps Possible? 😅,,2024-05-19T07:00:17Z,,24554657,1036151.0,,4496,50,1.0817029515418501,0.04219773870186824,,0.00018310172282186635,218,2.3479203621226206,0.03448862905644242,,0.00014763681184894946
Red Bull,UCblfuW_4rakIf2h6aqANefA,https://www.youtube.com/@redbull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.

You can watch plenty more on http://redbull.com ",2006-09-23T03:44:21Z,22700000,d2e3vnCTyi0,https://www.youtube.com/watch?v=d2e3vnCTyi0,But How Do You Get Back?! 😅,,2024-09-29T07:00:23Z,,21500209,746651.0,,2522,20,0.9471457709251101,0.03472761590364075,,0.0001173011853047568,218,2.3479203621226206,0.03448862905644242,,0.00014763681184894946
Red Bull,UCblfuW_4rakIf2h6aqANefA,https://www.youtube.com/@redbull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.

You can watch plenty more on http://redbull.com ",2006-09-23T03:44:21Z,22700000,Rt1YP-3mZ94,https://www.youtube.com/watch?v=Rt1YP-3mZ94,Who Will Be The Fastest?! 👀,,2024-06-03T09:23:14Z,,34891076,1098059.0,,2223,59,1.5370518061674008,0.03147105580808113,,6.371256650267823e-05,218,2.3479203621226206,0.03448862905644242,,0.00014763681184894946
Red Bull,UCblfuW_4rakIf2h6aqANefA,https://www.youtube.com/@redbull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.

You can watch plenty more on http://redbull.com ",2006-09-23T03:44:21Z,22700000,N1PrzP8vwdQ,https://www.youtube.com/watch?v=N1PrzP8vwdQ,No One Trains Like Red Bull Athletes 😤,Compilation of the various training Red Bull athletes perform vs the results!,2024-04-09T08:17:04Z,,63449997,2413248.0,,3168,58,2.795154052863436,0.038033855226187005,,4.9929080374897414e-05,218,2.3479203621226206,0.03448862905644242,,0.00014763681184894946
Red Bull,UCblfuW_4rakIf2h6aqANefA,https://www.youtube.com/@redbull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.

You can watch plenty more on http://redbull.com ",2006-09-23T03:44:21Z,22700000,AsrP4ji_Dtw,https://www.youtube.com/watch?v=AsrP4ji_Dtw,Longest Ski Jump World Record 🥶,"Professional Red Bull ski jumper Ryoyu Kobayashi breaks the world record for the longest ski jump, jumping 291m",2024-04-24T15:34:41Z,,65285958,2807433.0,,11118,25,2.8760333920704846,0.04300209548889518,,0.00017029695727219013,218,2.3479203621226206,0.03448862905644242,,0.00014763681184894946
Red Bull,UCblfuW_4rakIf2h6aqANefA,https://www.youtube.com/@redbull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.

You can watch plenty more on http://redbull.com ",2006-09-23T03:44:21Z,22700000,3ohHqYF7a5w,https://www.youtube.com/watch?v=3ohHqYF7a5w,Insane Gaming World Record 😤,"Red Bull teamed up with content creator MrSavage to set the world record for the longest elimination in Fortnite using a telescope, at 1km away from the screen",2025-03-22T17:27:47Z,"red bull,redbull,action sports,extreme sports,sport videos,action,sport",17435459,1160941.0,,4796,59,0.7680818942731278,0.0665850552027337,,0.0002750716227201131,218,2.3479203621226206,0.03448862905644242,,0.00014763681184894946
Red Bull,UCblfuW_4rakIf2h6aqANefA,https://www.youtube.com/@redbull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.

You can watch plenty more on http://redbull.com ",2006-09-23T03:44:21Z,22700000,_ANvMlAxTdM,https://www.youtube.com/watch?v=_ANvMlAxTdM,The Truth Behind World Records 🤫,,2024-05-08T17:00:23Z,,137574078,5584115.0,,10482,25,6.060532070484581,0.04058987769483725,,7.619167907489083e-05,218,2.3479203621226206,0.03448862905644242,,0.00014763681184894946
Red Bull,UCblfuW_4rakIf2h6aqANefA,https://www.youtube.com/@redbull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.

You can watch plenty more on http://redbull.com ",2006-09-23T03:44:21Z,22700000,xW2GmQ33V84,https://www.youtube.com/watch?v=xW2GmQ33V84,The Concentration She Needed 🤯,Professional Red Bull freerunner Hazal Nehir shows how she trained for her latest project,2025-03-23T08:00:52Z,"red bull,redbull,action sports,extreme sports,sport videos,action,sport",51594756,1446332.0,,6632,59,2.2728967400881057,0.0280325388107272,,0.00012854019505393146,218,2.3479203621226206,0.03448862905644242,,0.00014763681184894946
Red Bull,UCblfuW_4rakIf2h6aqANefA,https://www.youtube.com/@redbull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.

You can watch plenty more on http://redbull.com ",2006-09-23T03:44:21Z,22700000,JjuQ2ink05Q,https://www.youtube.com/watch?v=JjuQ2ink05Q,Playing This On Loop ♾️,Professional Red Bull BMXer George Ntavoutian rides the world's largest full 360 bike loop (7.5m),2024-04-26T07:03:15Z,,503256553,12507243.0,,28539,27,22.169892202643172,0.02485261826287635,,5.67086505478648e-05,218,2.3479203621226206,0.03448862905644242,,0.00014763681184894946
Red Bull,UCblfuW_4rakIf2h6aqANefA,https://www.youtube.com/@redbull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.

You can watch plenty more on http://redbull.com ",2006-09-23T03:44:21Z,22700000,UfMlzn1U_zs,https://www.youtube.com/watch?v=UfMlzn1U_zs,The Grind Never Stops 🙅‍♂️,"Professional Red Bull athletes showcase crazy grinds in skiing, skateboarding, and wakeboarding (including Jesper Tjader, Guenther Oka, and Craig McMorris)",2024-08-11T07:00:23Z,,12895418,564837.0,,1794,49,0.5680800881057269,0.0438013719291612,,0.00013911918171245012,218,2.3479203621226206,0.03448862905644242,,0.00014763681184894946
Red Bull,UCblfuW_4rakIf2h6aqANefA,https://www.youtube.com/@redbull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.

You can watch plenty more on http://redbull.com ",2006-09-23T03:44:21Z,22700000,X-4fkPRLC_k,https://www.youtube.com/watch?v=X-4fkPRLC_k,Things You Can Do With A Bike 🚲,,2024-08-28T07:07:09Z,,13754499,426559.0,,1155,60,0.6059250660792952,0.031012325494370968,,8.3972524190085e-05,218,2.3479203621226206,0.03448862905644242,,0.00014763681184894946
Red Bull,UCblfuW_4rakIf2h6aqANefA,https://www.youtube.com/@redbull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.

You can watch plenty more on http://redbull.com ",2006-09-23T03:44:21Z,22700000,xsPlB4WAmRc,https://www.youtube.com/watch?v=xsPlB4WAmRc,timbersports training is wild 🪚 🪓,,2022-02-09T17:15:40Z,,24900324,608180.0,,536,22,1.0969305726872247,0.024424581784558305,,2.1525824322607208e-05,218,2.3479203621226206,0.03448862905644242,,0.00014763681184894946
Red Bull,UCblfuW_4rakIf2h6aqANefA,https://www.youtube.com/@redbull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.

You can watch plenty more on http://redbull.com ",2006-09-23T03:44:21Z,22700000,4YojbnhsgRo,https://www.youtube.com/watch?v=4YojbnhsgRo,The Easiest Way To Get To Work 😳,"Professional Red Bull wingsuiters Marco Fürst and Marco Waltenspiel become the first people to ever wingsuit fly through London's iconic Tower Bridge, at a 246kph",2024-05-13T09:37:21Z,,11589772,260121.0,,1462,10,0.5105626431718062,0.02244401356644462,,0.00012614570847467924,218,2.3479203621226206,0.03448862905644242,,0.00014763681184894946
Red Bull,UCblfuW_4rakIf2h6aqANefA,https://www.youtube.com/@redbull,"Experience the world of Red Bull like you have never seen it before, with the best action sport videos on YouTube.

You can watch plenty more on http://redbull.com ",2006-09-23T03:44:21Z,22700000,m8kVewMy4NE,https://www.youtube.com/watch?v=m8kVewMy4NE,Just Keep Breathing 😮‍💨,,2024-08-24T07:00:27Z,,46490560,2345855.0,,22942,54,2.048042290748899,0.05045873829009588,,0.0004934765251268214,218,2.3479203621226206,0.03448862905644242,,0.00014763681184894946
Samsung,UCWwgaK7x0_FR1goeSRazfsQ,https://www.youtube.com/@Samsung,"Welcome to the official Samsung global channel, a place to discover the latest Samsung brand stories, events, innovative technologies, apps & services, B2B solutions, and developer community. 

Samsung inspires the world and shapes the future with transformative ideas and technologies. The company is redefining the worlds of TVs, smartphones, wearable devices, tablets, digital appliances, network systems, and memory, system LSI, foundry and LED solutions.
",2006-03-11T06:57:39Z,7270000,JTnVJRqMzaE,https://www.youtube.com/watch?v=JTnVJRqMzaE,Semiconductor: Powering the Gaming Experience - Racing | Samsung,"You’re in the driver’s seat, weaving past rivals at hypersonic speed. And behind every thrilling burst of power are the game-changing innovations of Samsung Semiconductor technology. Discover how we keep you in the lead: http://smsng.co/semiconductor

#Racing #PowerUpGaming #SamsungSemiconductor #Samsung",2022-05-31T02:00:17Z,Samsung,9119800,1214.0,,117,12,1.254442916093535,0.00013311695431917367,,1.2829228711155946e-05,78,2.109895113391881,0.0024802786770868565,,6.296369578152875e-05
Samsung,UCWwgaK7x0_FR1goeSRazfsQ,https://www.youtube.com/@Samsung,"Welcome to the official Samsung global channel, a place to discover the latest Samsung brand stories, events, innovative technologies, apps & services, B2B solutions, and developer community. 

Samsung inspires the world and shapes the future with transformative ideas and technologies. The company is redefining the worlds of TVs, smartphones, wearable devices, tablets, digital appliances, network systems, and memory, system LSI, foundry and LED solutions.
",2006-03-11T06:57:39Z,7270000,CjVNTIuZwfI,https://www.youtube.com/watch?v=CjVNTIuZwfI,Galaxy S23 Ultra | Book3 Ultra: Ecosystem Film | Samsung,"Capture the epic, create the epic with your Galaxy devices. Don’t limit Galaxy S23 Ultra's performance to your phone. Connect with Galaxy Book3 Ultra, experience the wider Galaxy ecosystem, and raise your creativity to an epic level. Learn more: http://smsng.co/S23Ultra_Ecosystem-Film_yt | http://smsng.co/Book3Ultra_Ecosystem-Film_yt 

#GalaxyS23 #GalaxyBook3Ultra #SamsungUnpacked #SharetheEpic",2023-02-01T19:07:03Z,"Samsung,Samsung Electronics,Galaxy,CES,Mobile",15827564,4497.0,,161,37,2.177106464924347,0.0002841245816475612,,1.0172127561765032e-05,78,2.109895113391881,0.0024802786770868565,,6.296369578152875e-05
Samsung,UCWwgaK7x0_FR1goeSRazfsQ,https://www.youtube.com/@Samsung,"Welcome to the official Samsung global channel, a place to discover the latest Samsung brand stories, events, innovative technologies, apps & services, B2B solutions, and developer community. 

Samsung inspires the world and shapes the future with transformative ideas and technologies. The company is redefining the worlds of TVs, smartphones, wearable devices, tablets, digital appliances, network systems, and memory, system LSI, foundry and LED solutions.
",2006-03-11T06:57:39Z,7270000,umVQuWEppgc,https://www.youtube.com/watch?v=umVQuWEppgc,Galaxy Z Flip6: FlexCam | Samsung,"Introducing the next level of FlexCam on the Galaxy Z Flip6. With an AI-powered auto zoom that seamlessly adjusts the zoom level for perfectly framed hands-free selfies every time. Explore more: http://smsng.co/ZFlip6_FlexCam_yt

#GalaxyZFlip6 #GalaxyAI #50MPcamera #FlexCam #SamsungUnpacked",2024-07-10T14:10:41Z,"Unpacked,event,flexcam,foldable phone,folding mobile,folding phone,galaxy,galaxy ai,galaxy z,galaxy z flip6,innovation,launch,livestream,mobile,new product,new release,newest phone,samsung,samsung event,samsung foldable,samsung foldable phone,samsung folding,samsung folding mobile,samsung folding phone,samsung unpacked,samsung z,schedule,smartphone,upcoming,z flip6",30237253,1401.0,,72,36,4.159181980742779,4.6333574018777435e-05,,2.3811686861898466e-06,78,2.109895113391881,0.0024802786770868565,,6.296369578152875e-05
Samsung,UCWwgaK7x0_FR1goeSRazfsQ,https://www.youtube.com/@Samsung,"Welcome to the official Samsung global channel, a place to discover the latest Samsung brand stories, events, innovative technologies, apps & services, B2B solutions, and developer community. 

Samsung inspires the world and shapes the future with transformative ideas and technologies. The company is redefining the worlds of TVs, smartphones, wearable devices, tablets, digital appliances, network systems, and memory, system LSI, foundry and LED solutions.
",2006-03-11T06:57:39Z,7270000,55p0nryjKQA,https://www.youtube.com/watch?v=55p0nryjKQA,OLED: T1's Gaming Super DNA | Samsung,"Witness T1’s Super DNA. Then, unlock your own with Samsung. 🗝
From performance to design, the Samsung OLED is here to take your game to the next level. 🎮

Get your Super DNA now at http://smsng.co/tvs

#GamingSuperDNA #T1WIN #T1Fighting #Gaming #OLED #OLEDTV #SamsungTV #Samsung",2024-09-04T05:00:39Z,"42 inch tv,4k AI,55 inch tv,65 inch tv,AI TV,AI powered 4k processor,AI upscaling,Faker,Hisense OLED,Hisense TV,LG OLED,LG OLED TV,LG TV,NQ4 AI,NQ4 AI Gen2 Processor,New Samsung OLED TV,New Samusng OLED,OLED,OLED TV,Samsung,Samsung AI TV,Samsung OLED,Samsung TV,Samsung tizen os,Sony,Sony OLED TV,Sony TV,T1,best tv,contour design,gaming,gaming tv,glare free,lol,oled glare free,pantone,pantone validated,screen size",47533809,4111.0,,243,67,6.538350618982118,8.648581055223241e-05,,5.112150806176715e-06,78,2.109895113391881,0.0024802786770868565,,6.296369578152875e-05
Samsung,UCWwgaK7x0_FR1goeSRazfsQ,https://www.youtube.com/@Samsung,"Welcome to the official Samsung global channel, a place to discover the latest Samsung brand stories, events, innovative technologies, apps & services, B2B solutions, and developer community. 

Samsung inspires the world and shapes the future with transformative ideas and technologies. The company is redefining the worlds of TVs, smartphones, wearable devices, tablets, digital appliances, network systems, and memory, system LSI, foundry and LED solutions.
",2006-03-11T06:57:39Z,7270000,xCU8aSt_Yko,https://www.youtube.com/watch?v=xCU8aSt_Yko,Play Starfield on Samsung TV | Samsung,"T-minus 1 day till takeoff 🚀 
Explore a whole new universe on your Samsung TV via Samsung Gaming Hub* on 6 Sep 2023. No console required. 

Play it on day one http://smsng.co/GamingHub

*Xbox Game Pass subscription needed.

#NeoQLED #OLED #Starfield #Gaming #Samsung",2023-09-05T09:00:25Z,"4K TV,Best Gaming TV,Best Gaming TV 2023,Bethesda Game Studios,Big screen,Gameplay,Gaming,Gaming Hub,Gaming TV,Gaming on Samsung TV,NeoQLED,OLED,Samsung,Samsung Gaming Hub,Starfield,Starfield 2023,Xbox,Xbox Game Pass",9030568,925.0,,73,51,1.2421689133425033,0.00010242988037961732,,8.083655424553583e-06,78,2.109895113391881,0.0024802786770868565,,6.296369578152875e-05
Samsung,UCWwgaK7x0_FR1goeSRazfsQ,https://www.youtube.com/@Samsung,"Welcome to the official Samsung global channel, a place to discover the latest Samsung brand stories, events, innovative technologies, apps & services, B2B solutions, and developer community. 

Samsung inspires the world and shapes the future with transformative ideas and technologies. The company is redefining the worlds of TVs, smartphones, wearable devices, tablets, digital appliances, network systems, and memory, system LSI, foundry and LED solutions.
",2006-03-11T06:57:39Z,7270000,Sul73upLGjA,https://www.youtube.com/watch?v=Sul73upLGjA,Expand Your TERAtory: Road Trip | Samsung,"Capture every moment of your epic road trip with a 1TB microSD card! Record up to 38 hours of stunning 4K video on your action cam without worrying about storage limits. Whether it's scenic routes or long highways, document your journey in full resolution. Maximize your travel memories with reliable storage, perfect for long road trips.

Discover more at http://smsng.co/SSD

#1TB #MemoryCard #SDcard #Samsung",2024-09-22T00:00:29Z,"1TB,4K,Android,DJI,DSLR,EVO Plus,FHD,Full HD,GoPro,Mac,Nintendo Switch,PC,PRO Plus,SD,SD card,SDHC,SDXC,Steam Deck,U1,U3,UHD,UHS-I,V10,V30,Windows,action cam,cam,camcorder,class 10,console game,content creator,data transfer,digital art,digital camera,drone,fast transfer,file transfer,game,handheld,iOS,illustration,laptop,macbook,memory,memory card,microSD card,mirrorless,movie maker,photo,photography,save file,storage,tablet,video,videography",3747136,419.0,,23,16,0.515424484181568,0.00011181873302703719,,6.138021144682232e-06,78,2.109895113391881,0.0024802786770868565,,6.296369578152875e-05
Samsung,UCWwgaK7x0_FR1goeSRazfsQ,https://www.youtube.com/@Samsung,"Welcome to the official Samsung global channel, a place to discover the latest Samsung brand stories, events, innovative technologies, apps & services, B2B solutions, and developer community. 

Samsung inspires the world and shapes the future with transformative ideas and technologies. The company is redefining the worlds of TVs, smartphones, wearable devices, tablets, digital appliances, network systems, and memory, system LSI, foundry and LED solutions.
",2006-03-11T06:57:39Z,7270000,fi7TLTNVrcA,https://www.youtube.com/watch?v=fi7TLTNVrcA,2024 Neo QLED 8K: Upscale Every Moment | Samsung,"Step into the next era of home entertainment with Samsung's Neo QLED 8K, our groundbreaking leap in AI TV technology. This cutting-edge innovation offers unparalleled detail and clarity, elevating your living room into the ultimate viewing spot. Every scene unfolds in mesmerizing quality, with a premium front-row experience for every show, movie, or game you dive into.

Discover more about how you can upscale every moment at http://smsng.co/tvs 


#NeoQLED8K  #SamsungAITV #8KTV #SamsungTV #UpscaleEveryMoment #Samsung",2024-03-23T11:00:38Z,"8K AI Upscaling,8K tvs,8k resolution,8k television,AI Upscaling,Neo QLED 8K,QLED TV Upscale every moment,Samsung,Samsung AI,Samsung AI TV,Samsung QLED TV,Samsung tv,fitness tracker,home cinema,home cinema tv,home theatre,live sports,live sports football,live sports tv,smart tv",24545646,2684.0,,140,31,3.3762924346629988,0.00010934729523924528,,5.703659215161826e-06,78,2.109895113391881,0.0024802786770868565,,6.296369578152875e-05
Samsung,UCWwgaK7x0_FR1goeSRazfsQ,https://www.youtube.com/@Samsung,"Welcome to the official Samsung global channel, a place to discover the latest Samsung brand stories, events, innovative technologies, apps & services, B2B solutions, and developer community. 

Samsung inspires the world and shapes the future with transformative ideas and technologies. The company is redefining the worlds of TVs, smartphones, wearable devices, tablets, digital appliances, network systems, and memory, system LSI, foundry and LED solutions.
",2006-03-11T06:57:39Z,7270000,fU6NI6UFgWA,https://www.youtube.com/watch?v=fU6NI6UFgWA,SSD 870 EVO: The definitive SSD for every need l Samsung,"The 870 EVO inherits the legacy of Samsung's pioneering SSD technlogy, boasting upgraded performance, reliability, and compatibility to suit the needs of anyone from content creators and IT professionals, to everday users.
#870EVO #SSD #SolidStateDrive #SATA",2021-01-19T15:00:59Z,"삼성,삼성 SSD,Samsung,Samsung SSD,Samsung Memory,SSD,Solid State Drive,SATA,SATA SSD,870 EVO,870,EVO,870 QVO,QVO,SSD 870,Samsung Ad,Samsung Commercial",18787506,8792.0,,403,35,2.5842511691884456,0.00046797057576455334,,2.1450425617961214e-05,78,2.109895113391881,0.0024802786770868565,,6.296369578152875e-05
Samsung,UCWwgaK7x0_FR1goeSRazfsQ,https://www.youtube.com/@Samsung,"Welcome to the official Samsung global channel, a place to discover the latest Samsung brand stories, events, innovative technologies, apps & services, B2B solutions, and developer community. 

Samsung inspires the world and shapes the future with transformative ideas and technologies. The company is redefining the worlds of TVs, smartphones, wearable devices, tablets, digital appliances, network systems, and memory, system LSI, foundry and LED solutions.
",2006-03-11T06:57:39Z,7270000,-56H-zQg76M,https://www.youtube.com/watch?v=-56H-zQg76M,Galaxy AI | Portrait | Galaxy S25 Ultra | Samsung,"Steal the spotlight in any light with AI Portrait on the Galaxy S25 Ultra. Learn more: http://smsng.co/S25Ultra_Portrait_yt

#GalaxyAI #GalaxyS25Ultra #GalaxyS25 #portrait #Samsung",2025-02-07T13:00:37Z,"AI features,AI phones,Galaxy AI,S25,S25 ai,S25 features,S25 plus,S25 ultra,Samsung event,Samsung galaxy unpacked,Samsung unpacked,Unpacked,galaxt,galaxy,galaxy S25 plus,galaxy S25 ultra,galaxy phones,galaxy unpacked,new galaxy phone,new samsung galaxy,portrait,samsung,samsung S25 galaxy S25,samsung S25 plus,samsung S25 ultra,samsung galaxt,samsung galaxy,samsung galaxy phones,samsung latest mobile,samsung mobile",20083627,669.0,,53,20,2.7625346629986245,3.331071623666383e-05,,2.638965561350049e-06,78,2.109895113391881,0.0024802786770868565,,6.296369578152875e-05
Samsung,UCWwgaK7x0_FR1goeSRazfsQ,https://www.youtube.com/@Samsung,"Welcome to the official Samsung global channel, a place to discover the latest Samsung brand stories, events, innovative technologies, apps & services, B2B solutions, and developer community. 

Samsung inspires the world and shapes the future with transformative ideas and technologies. The company is redefining the worlds of TVs, smartphones, wearable devices, tablets, digital appliances, network systems, and memory, system LSI, foundry and LED solutions.
",2006-03-11T06:57:39Z,7270000,LpYQvroBOlc,https://www.youtube.com/watch?v=LpYQvroBOlc,SD Card PRO Plus and EVO Plus: The SD card made for pros | Samsung,"Samsung SD card, born for professionals. Extreme performance, a variety of capacities, and robust reliability make this a refreshing choice for photographers. Use it across your work devices, and continue relying on the surest name in flash memory.
#PROPlus #EVOPlus #SDCard #MemoryCard",2020-10-13T14:01:44Z,"삼성,삼성 SD card,Samsung,Samsung SD card,Samsung Memory,SD card,microSD card,Flash card,SD Card EVO Plus,SD Card PRO Plus,PRO Plus,EVO Plus,Samsung Ad,Samsung Commercial",5982746,1887.0,,150,37,0.8229361760660248,0.00031540700541189616,,2.5072098999355815e-05,78,2.109895113391881,0.0024802786770868565,,6.296369578152875e-05
Samsung,UCWwgaK7x0_FR1goeSRazfsQ,https://www.youtube.com/@Samsung,"Welcome to the official Samsung global channel, a place to discover the latest Samsung brand stories, events, innovative technologies, apps & services, B2B solutions, and developer community. 

Samsung inspires the world and shapes the future with transformative ideas and technologies. The company is redefining the worlds of TVs, smartphones, wearable devices, tablets, digital appliances, network systems, and memory, system LSI, foundry and LED solutions.
",2006-03-11T06:57:39Z,7270000,kOcEK5TGXV8,https://www.youtube.com/watch?v=kOcEK5TGXV8,Galaxy AI | Now Brief | Galaxy S25 Ultra | Samsung,"Seize the day the easy way with your very own Now Brief and Now Bar on the Galaxy S25 Ultra. Learn more: http://smsng.co/S25Ultra_Now-Brief_yt

#GalaxyAI #GalaxyS25Ultra #GalaxyS25 #Samsung",2025-01-22T19:15:32Z,"AI features,AI phones,Galaxy AI,S25,S25 Phones,S25 ai,S25 features,S25 plus,S25 ultra,Samsung event,Samsung galaxy unpacked,Samsung unpacked,Unpacked,galaxt,galaxy,galaxy S25 plus,galaxy S25 ultra,galaxy phones,galaxy unpacked,new galaxy phone,new samsung galaxy,now brief,samsung,samsung S25 galaxy S25,samsung S25 plus,samsung S25 ultra,samsung galaxt,samsung galaxy,samsung galaxy phones,samsung latest mobile,samsung mobile",36337907,2445.0,,219,36,4.99833658872077,6.728510808286234e-05,,6.026764282268651e-06,78,2.109895113391881,0.0024802786770868565,,6.296369578152875e-05
Samsung,UCWwgaK7x0_FR1goeSRazfsQ,https://www.youtube.com/@Samsung,"Welcome to the official Samsung global channel, a place to discover the latest Samsung brand stories, events, innovative technologies, apps & services, B2B solutions, and developer community. 

Samsung inspires the world and shapes the future with transformative ideas and technologies. The company is redefining the worlds of TVs, smartphones, wearable devices, tablets, digital appliances, network systems, and memory, system LSI, foundry and LED solutions.
",2006-03-11T06:57:39Z,7270000,pgw0_6IyWx4,https://www.youtube.com/watch?v=pgw0_6IyWx4,Galaxy AI | Nightography Video | Galaxy S25 Ultra | Samsung,"Want to capture the night in the best light? Discover enhanced Nightography and Audio Eraser on the Galaxy S25 Ultra. Learn more: http://smsng.co/S25Ultra_Nightography_yt

#GalaxyAI #GalaxyS25Ultra #GalaxyS25 #Nightography #Samsung",2025-02-07T12:00:32Z,"Galaxy AI,S25,S25 ai,S25 plus,S25 ultra,galaxt,galaxy,galaxy S25 plus,galaxy S25 ultra,galaxy phones,galaxy unpacked,galaxy unpacked 2025,new galaxy phone,new samsung galaxy,nightography,s25 ultra ai assistant,samsung,samsung S25 galaxy S25,samsung S25 plus,samsung S25 ultra,samsung galaxt,samsung galaxy,samsung galaxy phones,samsung mobile,samsung s25 ultra ai photo editing,samsung s25 ultra camera,samsung unpacked,unpacked",20161022,1091.0,,61,35,2.7731804676753784,5.411432019666463e-05,,3.025640267641194e-06,78,2.109895113391881,0.0024802786770868565,,6.296369578152875e-05
Samsung,UCWwgaK7x0_FR1goeSRazfsQ,https://www.youtube.com/@Samsung,"Welcome to the official Samsung global channel, a place to discover the latest Samsung brand stories, events, innovative technologies, apps & services, B2B solutions, and developer community. 

Samsung inspires the world and shapes the future with transformative ideas and technologies. The company is redefining the worlds of TVs, smartphones, wearable devices, tablets, digital appliances, network systems, and memory, system LSI, foundry and LED solutions.
",2006-03-11T06:57:39Z,7270000,WHwxxxHjnQg,https://www.youtube.com/watch?v=WHwxxxHjnQg,Generation17: Accelerating Progress for the Global Goals | Samsung,"Generation17, an initiative in partnership with the United Nations Development Programme (UNDP), aims to harness technology to elevate the voices of young leaders, who are working to achieve the Global Goals. Established by the United Nations in 2015, the Global Goals - or the Sustainable Development Goals - provide a framework to address pressing global challenges, including poverty, inequality, climate change and peace and justice, and build a better future for all by 2030.

To get involved, visit us and download the Samsung Global Goals app here: http://generation17.undp.org

Learn more: http://smsng.co/generation17

#Generation17 #GlobalGoals #Gen17",2020-10-21T01:16:49Z,"Generation17,Sustainable Development Goals,Global Goals,Samsung Mobile,UNDP,Sustainability,End poverty,Protect the planet,Climate change,Peace and justice,Inequality,Education,Innovation",3730332,1938.0,,90,31,0.5131130674002751,0.0005195248036903954,,2.4126538871070994e-05,78,2.109895113391881,0.0024802786770868565,,6.296369578152875e-05
